"","time","value"
"2922",2013-03-13 01:10:00,1549
"2923",2013-03-13 01:19:39,1549.75
"2924",2013-03-13 01:20:00,1549.75
"2925",2013-03-13 01:20:00,1549.75
"2926",2013-03-13 01:29:43,1548.75
"2927",2013-03-13 01:30:00,1549
"2928",2013-03-13 01:30:00,1549
"2929",2013-03-13 01:39:38,1549
"2930",2013-03-13 01:40:00,1548.75
"2931",2013-03-13 01:40:00,1548.75
"2932",2013-03-13 01:49:44,1548.75
"2933",2013-03-13 01:50:00,1548.75
"2934",2013-03-13 01:50:00,1549
"2935",2013-03-13 01:59:40,1548.25
"2936",2013-03-13 02:00:00,1548.25
"2937",2013-03-13 02:00:00,1548.5
"2938",2013-03-13 02:09:00,1548.5
"2939",2013-03-13 02:09:44,1548.25
"2940",2013-03-13 02:10:00,1548.5
"2941",2013-03-13 02:19:36,1547.75
"2942",2013-03-13 02:20:00,1547.75
"2943",2013-03-13 02:20:00,1547.5
"2944",2013-03-13 02:29:45,1547.75
"2945",2013-03-13 02:30:00,1547.75
"2946",2013-03-13 02:30:00,1547.75
"2947",2013-03-13 02:39:44,1547.5
"2948",2013-03-13 02:40:00,1547.5
"2949",2013-03-13 02:40:00,1547.75
"2950",2013-03-13 02:49:48,1547.5
"2951",2013-03-13 02:50:00,1547.5
"2952",2013-03-13 02:50:00,1547.5
"2953",2013-03-13 02:59:20,1547.25
"2954",2013-03-13 03:00:00,1547.25
"2955",2013-03-13 03:00:00,1547.5
"2956",2013-03-13 03:09:46,1546.5
"2957",2013-03-13 03:10:00,1546.5
"2958",2013-03-13 03:10:00,1546.5
"2959",2013-03-13 03:19:25,1546.5
"2960",2013-03-13 03:20:00,1546.25
"2961",2013-03-13 03:29:46,1546
"2962",2013-03-13 03:30:00,1546.25
"2963",2013-03-13 03:39:00,1546
"2964",2013-03-13 03:39:20,1546
"2965",2013-03-13 03:49:47,1546
"2966",2013-03-13 03:50:00,1546
"2967",2013-03-13 03:59:00,1546.75
"2968",2013-03-13 03:59:47,1546.5
"2969",2013-03-13 04:00:00,1546.75
"2970",2013-03-13 04:09:00,1547.25
"2971",2013-03-13 04:09:48,1547.25
"2972",2013-03-13 04:10:00,1547.5
"2973",2013-03-13 04:19:00,1546.75
"2974",2013-03-13 04:19:29,1547
"2975",2013-03-13 04:20:00,1547
"2976",2013-03-13 04:29:48,1546.25
"2977",2013-03-13 04:30:00,1546.25
"2978",2013-03-13 04:30:00,1546.25
"2979",2013-03-13 04:39:00,1546.25
"2980",2013-03-13 04:39:45,1546.25
"2981",2013-03-13 04:40:00,1546.25
"2982",2013-03-13 04:49:00,1546.25
"2983",2013-03-13 04:49:49,1546.25
"2984",2013-03-13 04:50:00,1546.25
"2985",2013-03-13 04:59:23,1546.25
"2986",2013-03-13 05:00:00,1546.25
"2987",2013-03-13 05:00:00,1546.5
"2988",2013-03-13 05:09:49,1546
"2989",2013-03-13 05:10:00,1546.25
"2990",2013-03-13 05:10:00,1546.25
"2991",2013-03-13 05:19:24,1546
"2992",2013-03-13 05:20:00,1546.25
"2993",2013-03-13 05:20:00,1546
"2994",2013-03-13 05:29:50,1546.75
"2995",2013-03-13 05:30:00,1547
"2996",2013-03-13 05:30:00,1547
"2997",2013-03-13 05:39:45,1546.75
"2998",2013-03-13 05:40:00,1546.75
"2999",2013-03-13 05:40:00,1546.75
"3000",2013-03-13 05:49:00,1547.25
"3001",2013-03-13 05:49:00,1547.25
"3002",2013-03-13 05:49:39,1547.5
"3003",2013-03-13 05:59:26,1547.5
"3004",2013-03-13 06:00:00,1547.5
"3005",2013-03-13 06:00:00,1547.5
"3006",2013-03-13 06:09:39,1547.5
"3007",2013-03-13 06:10:00,1547.5
"3008",2013-03-13 06:10:00,1547.5
"3009",2013-03-13 06:19:28,1548
"3010",2013-03-13 06:20:00,1548
"3011",2013-03-13 06:20:00,1548
"3012",2013-03-13 06:28:00,1548.25
"3013",2013-03-13 06:28:00,1548.25
"3014",2013-03-13 06:28:57,1548.25
"3015",2013-03-13 06:39:39,1547.75
"3016",2013-03-13 06:40:00,1547.75
"3017",2013-03-13 06:40:00,1547.75
"3018",2013-03-13 06:49:00,1548
"3019",2013-03-13 06:49:03,1548
"3020",2013-03-13 06:50:00,1548
"3021",2013-03-13 06:59:41,1547.75
"3022",2013-03-13 07:00:00,1547.75
"3023",2013-03-13 07:00:00,1547.75
"3024",2013-03-13 07:09:00,1547.25
"3025",2013-03-13 07:09:44,1547.5
"3026",2013-03-13 07:10:00,1547.5
"3027",2013-03-13 07:19:38,1547.5
"3028",2013-03-13 07:20:00,1547.25
"3029",2013-03-13 07:20:00,1547.25
"3030",2013-03-13 07:29:45,1547
"3031",2013-03-13 07:30:00,1546.75
"3032",2013-03-13 07:30:00,1546.75
"3033",2013-03-13 07:39:00,1547.25
"3034",2013-03-13 07:39:22,1547.25
"3035",2013-03-13 07:40:00,1547
"3036",2013-03-13 07:49:45,1546.5
"3037",2013-03-13 07:50:00,1546.75
"3038",2013-03-13 07:50:00,1546.75
"3039",2013-03-13 07:59:51,1547.75
"3040",2013-03-13 08:00:00,1547.5
"3041",2013-03-13 08:00:00,1547.75
"3042",2013-03-13 08:09:46,1546.75
"3043",2013-03-13 08:10:00,1546.75
"3044",2013-03-13 08:10:00,1546.75
"3045",2013-03-13 08:19:00,1545.75
"3046",2013-03-13 08:19:48,1545.75
"3047",2013-03-13 08:20:00,1545.75
"3048",2013-03-13 08:29:00,1546.5
"3049",2013-03-13 08:29:38,1546.5
"3050",2013-03-13 08:30:00,1546.75
"3051",2013-03-13 08:39:00,1546.25
"3052",2013-03-13 08:39:51,1546.25
"3053",2013-03-13 08:40:00,1546.5
"3054",2013-03-13 08:50:00,1546.25
"3055",2013-03-13 08:50:00,1546.25
"3056",2013-03-13 08:59:30,1545.75
"3057",2013-03-13 09:00:00,1545.75
"3058",2013-03-13 09:00:00,1545.5
"3059",2013-03-13 09:09:51,1545.5
"3060",2013-03-13 09:10:00,1545.5
"3061",2013-03-13 09:10:00,1545.75
"3062",2013-03-13 09:19:49,1545.25
"3063",2013-03-13 09:20:00,1545.5
"3064",2013-03-13 09:20:00,1545.5
"3065",2013-03-13 09:29:00,1545.75
"3066",2013-03-13 09:29:52,1545.75
"3067",2013-03-13 09:30:00,1545.75
"3068",2013-03-13 09:39:38,1546
"3069",2013-03-13 09:40:00,1545.75
"3070",2013-03-13 09:40:00,1546
"3071",2013-03-13 09:49:45,1545.25
"3072",2013-03-13 09:50:00,1545.25
"3073",2013-03-13 09:59:43,1544.75
"3074",2013-03-13 10:00:00,1544.5
"3075",2013-03-13 10:00:00,1544.5
"3076",2013-03-13 10:09:51,1545.25
"3077",2013-03-13 10:10:00,1545.25
"3078",2013-03-13 10:10:00,1545.25
"3079",2013-03-13 10:19:49,1545
"3080",2013-03-13 10:20:00,1544.75
"3081",2013-03-13 10:29:47,1544.75
"3082",2013-03-13 10:30:00,1544.75
"3083",2013-03-13 10:30:00,1544.75
"3084",2013-03-13 10:39:00,1544.5
"3085",2013-03-13 10:40:00,1544.75
"3086",2013-03-13 10:49:45,1544.5
"3087",2013-03-13 10:50:00,1544.25
"3088",2013-03-13 10:59:53,1544
"3089",2013-03-13 11:00:00,1544
"3090",2013-03-13 11:00:00,1544
"3091",2013-03-13 11:09:53,1543.75
"3092",2013-03-13 11:10:00,1543.75
"3093",2013-03-13 11:10:00,1543.75
"3094",2013-03-13 11:19:51,1543
"3095",2013-03-13 11:20:00,1543.25
"3096",2013-03-13 11:29:53,1543.5
"3097",2013-03-13 11:30:00,1543.5
"3098",2013-03-13 11:30:00,1543.75
"3099",2013-03-13 11:39:45,1543.25
"3100",2013-03-13 11:40:00,1543.25
"3101",2013-03-13 11:40:00,1543.25
"3102",2013-03-13 11:49:00,1542.75
"3103",2013-03-13 11:49:54,1542.75
"3104",2013-03-13 11:50:00,1543
"3105",2013-03-13 12:00:00,1542.75
"3106",2013-03-13 12:00:00,1543.25
"3107",2013-03-13 12:09:36,1543.5
"3108",2013-03-13 12:10:00,1543.5
"3109",2013-03-13 12:10:00,1543.5
"3110",2013-03-13 12:19:55,1544.25
"3111",2013-03-13 12:20:00,1544
"3112",2013-03-13 12:20:00,1544.25
"3113",2013-03-13 12:29:53,1544
"3114",2013-03-13 12:30:00,1545.5
"3115",2013-03-13 12:30:00,1545.5
"3116",2013-03-13 12:39:54,1547.75
"3117",2013-03-13 12:40:00,1547.75
"3118",2013-03-13 12:40:00,1547.75
"3119",2013-03-13 12:49:00,1547.75
"3120",2013-03-13 12:59:54,1548
"3121",2013-03-13 13:00:00,1548.25
"3122",2013-03-13 13:00:00,1548
"3123",2013-03-13 13:09:54,1547.5
"3124",2013-03-13 13:19:55,1547.75
"3125",2013-03-13 13:29:55,1547.5
"3126",2013-03-13 13:30:00,1546.75
"3127",2013-03-13 13:30:00,1546.25
"3128",2013-03-13 13:40:00,1546
"3129",2013-03-13 13:40:00,1543.75
"3130",2013-03-13 13:50:00,1543.75
"3131",2013-03-13 13:50:00,1543.5
"3132",2013-03-13 13:59:55,1545.25
"3133",2013-03-13 14:00:00,1545.25
"3134",2013-03-13 14:00:00,1545
"3135",2013-03-13 14:09:56,1543.25
"3136",2013-03-13 14:10:00,1543
"3137",2013-03-13 14:10:00,1543.25
"3138",2013-03-13 14:19:56,1544.75
"3139",2013-03-13 14:20:00,1544.75
"3140",2013-03-13 14:20:00,1544.5
"3141",2013-03-13 14:39:55,1546.5
"3142",2013-03-13 15:50:00,1545.75
"3143",2013-03-13 15:50:00,1546
"3144",2013-03-13 16:00:00,1545.75
"3145",2013-03-13 16:00:00,1545.75
"3146",2013-03-13 16:10:00,1546.5
"3147",2013-03-13 16:10:00,1546.5
"3148",2013-03-13 16:19:57,1547.75
"3149",2013-03-13 16:20:00,1547.75
"3150",2013-03-13 16:20:00,1547.75
"3151",2013-03-13 16:29:57,1548.75
"3152",2013-03-13 16:30:00,1548.5
"3153",2013-03-13 16:30:00,1548.5
"3154",2013-03-13 16:39:57,1549.5
"3155",2013-03-13 16:40:00,1549.75
"3156",2013-03-13 16:40:00,1550.25
"3157",2013-03-13 16:49:57,1549
"3158",2013-03-13 16:50:00,1549
"3159",2013-03-13 16:50:00,1549.25
"3160",2013-03-13 16:59:58,1549
"3161",2013-03-13 17:00:00,1549.25
"3162",2013-03-13 17:00:00,1549.25
"3163",2013-03-13 17:09:00,1548.75
"3164",2013-03-13 17:09:54,1548.75
"3165",2013-03-13 17:10:00,1548.5
"3166",2013-03-13 17:19:56,1549
"3167",2013-03-13 17:20:00,1549
"3168",2013-03-13 17:20:00,1549
"3169",2013-03-13 17:29:56,1549
"3170",2013-03-13 17:30:00,1549
"3171",2013-03-13 17:30:00,1549.25
"3172",2013-03-13 17:39:56,1549
"3173",2013-03-13 17:40:00,1549
"3174",2013-03-13 17:40:00,1549.5
"3175",2013-03-13 17:49:58,1550.5
"3176",2013-03-13 17:50:00,1550.5
"3177",2013-03-13 17:50:00,1550.75
"3178",2013-03-13 17:59:58,1550.25
"3179",2013-03-13 18:00:00,1550.25
"3180",2013-03-13 18:00:00,1550
"3181",2013-03-13 18:09:55,1550.25
"3182",2013-03-13 18:10:00,1550.25
"3183",2013-03-13 18:10:00,1550.25
"3184",2013-03-13 18:19:58,1549.75
"3185",2013-03-13 18:20:00,1550
"3186",2013-03-13 18:20:00,1549.75
"3187",2013-03-13 18:29:52,1549.75
"3188",2013-03-13 18:30:00,1549.75
"3189",2013-03-13 18:30:00,1549.5
"3190",2013-03-13 18:39:57,1549
"3191",2013-03-13 18:40:00,1549
"3192",2013-03-13 18:40:00,1549
"3193",2013-03-13 18:49:56,1548.5
"3194",2013-03-13 18:50:00,1548.75
"3195",2013-03-13 18:50:00,1549
"3196",2013-03-13 18:59:58,1548.5
"3197",2013-03-13 19:00:00,1548.5
"3198",2013-03-13 19:00:00,1548.5
"3199",2013-03-13 19:09:59,1547.25
"3200",2013-03-13 19:10:00,1547.25
"3201",2013-03-13 19:10:00,1547.25
"3202",2013-03-13 19:19:00,1547.5
"3203",2013-03-13 19:19:58,1547.5
"3204",2013-03-13 19:20:00,1547.75
"3205",2013-03-13 19:29:59,1548.5
"3206",2013-03-13 19:30:00,1548.5
"3207",2013-03-13 19:30:00,1548.25
"3208",2013-03-13 19:39:59,1549
"3209",2013-03-13 19:40:00,1548.75
"3210",2013-03-13 19:40:00,1549
"3211",2013-03-13 19:50:00,1549.75
"3212",2013-03-13 19:50:00,1549.75
"3213",2013-03-13 19:50:00,1549.5
"3214",2013-03-13 20:00:00,1548.75
"3215",2013-03-13 20:00:00,1549.25
"3216",2013-03-13 20:00:00,1548.5
"3217",2013-03-13 20:10:00,1550
"3218",2013-03-13 20:10:00,1549.75
"3219",2013-03-13 20:10:00,1549.75
"3220",2013-03-13 20:14:00,1550.25
"3221",2013-03-13 20:14:00,1550.25
"3222",2013-03-13 20:19:58,1550.25
"3223",2013-03-13 20:30:00,1550
"3224",2013-03-13 20:30:00,1550
"3225",2013-03-13 20:30:00,1550
"3226",2013-03-13 20:39:58,1550.25
"3227",2013-03-13 20:40:00,1550.25
"3228",2013-03-13 20:40:00,1550.25
"3229",2013-03-13 20:49:58,1550.5
"3230",2013-03-13 20:50:00,1550.5
"3231",2013-03-13 20:50:00,1550.5
"3232",2013-03-13 20:59:29,1550.75
"3233",2013-03-13 21:00:00,1551
"3234",2013-03-13 21:00:00,1550.75
"3235",2013-03-13 21:10:00,1551
"3236",2013-03-13 21:10:00,1550.75
"3237",2013-03-13 21:10:00,1550.75
"3238",2013-03-13 21:14:00,1550.75
"3239",2013-03-13 21:14:00,1550.75
"3240",2013-03-13 21:15:00,1550.5
"3241",2013-03-13 21:21:04,1550.5
"3242",2013-03-13 21:49:53,1550.5
"3243",2013-03-13 21:59:30,1550.5
"3244",2013-03-13 22:00:00,1550.75
"3245",2013-03-13 22:00:00,1550
"3246",2013-03-13 22:09:00,1550
"3247",2013-03-13 22:09:39,1550
"3248",2013-03-13 22:10:00,1549.75
"3249",2013-03-13 22:19:59,1549.75
"3250",2013-03-13 22:20:00,1549.75
"3251",2013-03-13 22:20:00,1549.75
"3252",2013-03-13 22:29:57,1549.5
"3253",2013-03-13 22:30:00,1549.25
"3254",2013-03-13 22:30:00,1549.5
"3255",2013-03-13 22:38:00,1550
"3256",2013-03-13 22:38:00,1550
"3257",2013-03-13 22:38:25,1550
"3258",2013-03-13 22:49:00,1549.75
"3259",2013-03-13 22:49:00,1549.75
"3260",2013-03-13 22:49:44,1549.75
"3261",2013-03-13 22:59:06,1550
"3262",2013-03-13 23:00:00,1550.25
"3263",2013-03-13 23:00:00,1550
"3264",2013-03-13 23:09:00,1550.25
"3265",2013-03-13 23:09:00,1550.25
"3266",2013-03-13 23:09:37,1550.25
"3267",2013-03-13 23:19:56,1550.25
"3268",2013-03-13 23:20:00,1550
"3269",2013-03-13 23:20:00,1550.25
"3270",2013-03-13 23:28:00,1549.75
"3271",2013-03-13 23:28:00,1549.75
"3272",2013-03-13 23:28:35,1549.75
"3273",2013-03-13 23:39:51,1550
"3274",2013-03-13 23:40:00,1550
"3275",2013-03-13 23:40:00,1550
"3276",2013-03-13 23:49:00,1549.75
"3277",2013-03-13 23:49:23,1549.75
"3278",2013-03-13 23:50:00,1550
"3279",2013-03-13 23:59:58,1549.75
"3280",2013-03-14 00:00:00,1549.5
"3281",2013-03-14 00:00:00,1549.75
"3282",2013-03-14 00:10:00,1549.75
"3283",2013-03-14 00:10:00,1549.75
"3284",2013-03-14 00:10:01,1549.75
"3285",2013-03-14 00:20:00,1550
"3286",2013-03-14 00:20:00,1550
"3287",2013-03-14 00:20:00,1550
"3288",2013-03-14 00:30:00,1551.25
"3289",2013-03-14 00:30:00,1550.75
"3290",2013-03-14 00:30:03,1550.5
"3291",2013-03-14 00:39:38,1550.75
"3292",2013-03-14 00:40:00,1550.5
"3293",2013-03-14 00:40:00,1550.5
"3294",2013-03-14 00:49:00,1550.75
"3295",2013-03-14 00:49:24,1550.75
"3296",2013-03-14 00:50:00,1550.75
"3297",2013-03-14 00:59:30,1550.75
"3298",2013-03-14 01:00:00,1550.75
"3299",2013-03-14 01:00:00,1550.5
"3300",2013-03-14 01:09:02,1550.25
"3301",2013-03-14 01:10:00,1550.25
"3302",2013-03-14 01:10:00,1550.5
"3303",2013-03-14 01:20:00,1550
"3304",2013-03-14 01:20:00,1550
"3305",2013-03-14 01:20:00,1550
"3306",2013-03-14 01:30:00,1549.5
"3307",2013-03-14 01:30:00,1549.5
"3308",2013-03-14 01:30:00,1549.75
"3309",2013-03-14 01:40:00,1549.5
"3310",2013-03-14 01:40:00,1549.5
"3311",2013-03-14 01:40:00,1549.5
"3312",2013-03-14 01:50:00,1549.5
"3313",2013-03-14 01:50:00,1549.5
"3314",2013-03-14 01:50:04,1549.5
"3315",2013-03-14 02:00:00,1549.25
"3316",2013-03-14 02:00:00,1549.25
"3317",2013-03-14 02:00:00,1549.25
"3318",2013-03-14 02:09:00,1549.5
"3319",2013-03-14 02:09:55,1549.5
"3320",2013-03-14 02:10:00,1549.5
"3321",2013-03-14 02:19:56,1549.5
"3322",2013-03-14 02:20:00,1549.5
"3323",2013-03-14 02:20:00,1549.5
"3324",2013-03-14 02:30:00,1549.5
"3325",2013-03-14 02:30:00,1549.5
"3326",2013-03-14 02:30:00,1549.5
"3327",2013-03-14 02:39:00,1549.5
"3328",2013-03-14 02:40:00,1549.5
"3329",2013-03-14 02:40:00,1549.25
"3330",2013-03-14 02:50:00,1549.25
"3331",2013-03-14 02:50:00,1549.5
"3332",2013-03-14 02:50:03,1549.5
"3333",2013-03-14 02:59:33,1549.75
"3334",2013-03-14 03:00:00,1549.75
"3335",2013-03-14 03:00:00,1549.5
"3336",2013-03-14 03:09:32,1550.25
"3337",2013-03-14 03:10:00,1550
"3338",2013-03-14 03:10:00,1550
"3339",2013-03-14 03:19:34,1550
"3340",2013-03-14 03:20:00,1550
"3341",2013-03-14 03:27:28,1550
"3342",2013-03-14 03:30:00,1550
"3343",2013-03-14 03:39:00,1549.75
"3344",2013-03-14 03:39:34,1549.75
"3345",2013-03-14 03:50:00,1550
"3346",2013-03-14 03:50:03,1550
"3347",2013-03-14 03:59:00,1549.75
"3348",2013-03-14 03:59:50,1549.75
"3349",2013-03-14 04:10:00,1549.75
"3350",2013-03-14 04:10:00,1550
"3351",2013-03-14 04:10:02,1549.75
"3352",2013-03-14 04:19:00,1549.75
"3353",2013-03-14 04:19:50,1549.75
"3354",2013-03-14 04:20:00,1549.75
"3355",2013-03-14 04:29:24,1549.75
"3356",2013-03-14 04:30:00,1550
"3357",2013-03-14 04:30:00,1550
"3358",2013-03-14 04:39:00,1550
"3359",2013-03-14 04:39:29,1550
"3360",2013-03-14 04:40:00,1550.25
"3361",2013-03-14 04:49:54,1550
"3362",2013-03-14 04:50:00,1550.25
"3363",2013-03-14 04:50:00,1550
"3364",2013-03-14 04:59:18,1550
"3365",2013-03-14 05:00:00,1549.75
"3366",2013-03-14 05:00:00,1549.75
"3367",2013-03-14 05:08:30,1549.75
"3368",2013-03-14 05:10:00,1550
"3369",2013-03-14 05:10:00,1549.75
"3370",2013-03-14 05:19:00,1550
"3371",2013-03-14 05:19:31,1550
"3372",2013-03-14 05:20:00,1550.25
"3373",2013-03-14 05:29:31,1549.5
"3374",2013-03-14 05:30:00,1549.25
"3375",2013-03-14 05:30:00,1549.25
"3376",2013-03-14 05:39:24,1549.5
"3377",2013-03-14 05:40:00,1549.5
"3378",2013-03-14 05:40:00,1549.5
"3379",2013-03-14 05:49:00,1550
"3380",2013-03-14 05:49:48,1550
"3381",2013-03-14 05:50:00,1550
"3382",2013-03-14 05:59:27,1550.25
"3383",2013-03-14 06:00:00,1550.5
"3384",2013-03-14 06:00:00,1550.25
"3385",2013-03-14 06:09:31,1550.5
"3386",2013-03-14 06:10:00,1550.5
"3387",2013-03-14 06:10:00,1550.25
"3388",2013-03-14 06:19:25,1550.25
"3389",2013-03-14 06:20:00,1550.25
"3390",2013-03-14 06:20:00,1550.25
"3391",2013-03-14 06:29:31,1550.5
"3392",2013-03-14 06:30:00,1550.25
"3393",2013-03-14 06:30:00,1550.25
"3394",2013-03-14 06:39:24,1550.25
"3395",2013-03-14 06:40:00,1550.5
"3396",2013-03-14 06:40:00,1550.25
"3397",2013-03-14 06:49:36,1550.25
"3398",2013-03-14 06:50:00,1550.5
"3399",2013-03-14 06:50:00,1550.5
"3400",2013-03-14 07:00:00,1551
"3401",2013-03-14 07:00:00,1551
"3402",2013-03-14 07:00:05,1551
"3403",2013-03-14 07:09:22,1550.5
"3404",2013-03-14 07:10:00,1550.75
"3405",2013-03-14 07:10:00,1550.75
"3406",2013-03-14 07:20:00,1551.5
"3407",2013-03-14 07:20:00,1551.5
"3408",2013-03-14 07:20:01,1551.25
"3409",2013-03-14 07:29:36,1552.5
"3410",2013-03-14 07:30:00,1552.5
"3411",2013-03-14 07:30:00,1552.5
"3412",2013-03-14 07:39:35,1552.75
"3413",2013-03-14 07:40:00,1552.5
"3414",2013-03-14 07:40:00,1552.75
"3415",2013-03-14 07:49:00,1552.75
"3416",2013-03-14 07:49:46,1552.75
"3417",2013-03-14 07:50:00,1552.5
"3418",2013-03-14 07:59:32,1552.5
"3419",2013-03-14 08:00:00,1552
"3420",2013-03-14 08:00:00,1552
"3421",2013-03-14 08:09:35,1553
"3422",2013-03-14 08:10:00,1553
"3423",2013-03-14 08:10:00,1553
"3424",2013-03-14 08:19:35,1553.5
"3425",2013-03-14 08:20:00,1553.5
"3426",2013-03-14 08:20:00,1553.25
"3427",2013-03-14 08:29:37,1553
"3428",2013-03-14 08:30:00,1553
"3429",2013-03-14 08:30:00,1553.5
"3430",2013-03-14 08:49:38,1553.25
"3431",2013-03-14 08:50:00,1553.25
"3432",2013-03-14 08:59:35,1553
"3433",2013-03-14 09:00:00,1553.5
"3434",2013-03-14 09:00:00,1553.25
"3435",2013-03-14 09:10:00,1553
"3436",2013-03-14 09:10:00,1553
"3437",2013-03-14 09:29:34,1552.5
"3438",2013-03-14 10:59:00,1552
"3439",2013-03-14 11:00:00,1552.25
"3440",2013-03-14 11:10:00,1552.5
"3441",2013-03-14 11:10:00,1552.25
"3442",2013-03-14 11:20:00,1552.5
"3443",2013-03-14 11:20:00,1552.5
"3444",2013-03-14 11:29:36,1553
"3445",2013-03-14 11:30:00,1552.75
"3446",2013-03-14 11:30:00,1552.5
"3447",2013-03-14 11:39:37,1553.25
"3448",2013-03-14 11:40:00,1553
"3449",2013-03-14 11:40:00,1553.25
"3450",2013-03-14 11:49:38,1553.5
"3451",2013-03-14 12:09:36,1554
"3452",2013-03-14 13:40:00,1554.75
"3453",2013-03-14 13:41:00,1554.25
"3454",2013-03-14 13:50:00,1555.25
"3455",2013-03-14 13:50:00,1555.25
"3456",2013-03-14 14:00:00,1555.5
"3457",2013-03-14 14:00:00,1555.5
"3458",2013-03-14 14:10:00,1554
"3459",2013-03-14 14:19:41,1552.5
"3460",2013-03-14 14:20:00,1552.25
"3461",2013-03-14 14:20:00,1552
"3462",2013-03-14 14:29:41,1553.5
"3463",2013-03-14 14:30:00,1553.25
"3464",2013-03-14 14:30:00,1553.25
"3465",2013-03-14 14:39:40,1553.75
"3466",2013-03-14 14:40:00,1553.5
"3467",2013-03-14 15:09:41,1553.75
"3468",2013-03-15 06:50:00,1558.5
"3469",2013-03-15 06:50:00,1558.75
"3470",2013-03-15 07:00:00,1558.25
"3471",2013-03-15 07:00:00,1558.25
"3472",2013-03-15 07:10:00,1558.5
"3473",2013-03-15 07:10:00,1558.5
"3474",2013-03-15 07:19:52,1557.5
"3475",2013-03-15 07:20:00,1557.5
"3476",2013-03-15 07:20:00,1557.5
"3477",2013-03-15 07:29:00,1557.5
"3478",2013-03-15 07:29:51,1557.75
"3479",2013-03-15 07:30:00,1557.75
"3480",2013-03-15 07:39:49,1557
"3481",2013-03-15 07:40:00,1557
"3482",2013-03-15 07:40:00,1557
"3483",2013-03-15 07:49:48,1557
"3484",2013-03-15 07:50:00,1557.25
"3485",2013-03-15 07:50:00,1557
"3486",2013-03-15 07:59:53,1557.75
"3487",2013-03-15 08:00:00,1557.25
"3488",2013-03-15 08:00:00,1557
"3489",2013-03-15 08:09:49,1556.25
"3490",2013-03-15 08:10:00,1556.25
"3491",2013-03-15 08:10:00,1556.25
"3492",2013-03-15 08:19:52,1555.75
"3493",2013-03-15 08:20:00,1555.75
"3494",2013-03-15 08:20:00,1555.75
"3495",2013-03-15 08:29:47,1555.25
"3496",2013-03-15 08:30:00,1555.25
"3497",2013-03-15 08:30:00,1555.25
"3498",2013-03-15 08:40:00,1555.25
"3499",2013-03-15 08:40:00,1555.25
"3500",2013-03-15 08:49:49,1555
"3501",2013-03-15 08:50:00,1555.25
"3502",2013-03-15 08:50:00,1555
"3503",2013-03-15 08:59:52,1555.5
"3504",2013-03-15 09:00:00,1555.5
"3505",2013-03-15 09:00:00,1555.5
"3506",2013-03-15 09:10:00,1555.75
"3507",2013-03-15 09:11:00,1555.75
"3508",2013-03-15 09:19:00,1555.25
"3509",2013-03-15 09:19:30,1555.25
"3510",2013-03-15 09:20:00,1555
"3511",2013-03-15 09:29:49,1554.5
"3512",2013-03-15 09:30:00,1554.5
"3513",2013-03-15 09:30:00,1554.75
"3514",2013-03-15 09:39:53,1554.25
"3515",2013-03-15 09:49:53,1554.75
"3516",2013-03-15 09:50:00,1554.75
"3517",2013-03-15 09:59:50,1554.5
"3518",2013-03-15 10:00:00,1554.5
"3519",2013-03-15 10:00:00,1554.5
"3520",2013-03-15 10:09:53,1554.25
"3521",2013-03-15 10:10:00,1554.25
"3522",2013-03-15 10:10:00,1554
"3523",2013-03-15 10:19:55,1554.75
"3524",2013-03-15 10:20:00,1554.75
"3525",2013-03-15 10:29:46,1555
"3526",2013-03-15 10:30:00,1555
"3527",2013-03-15 10:39:00,1555.25
"3528",2013-03-15 10:39:53,1555.25
"3529",2013-03-15 10:40:00,1555
"3530",2013-03-15 10:49:54,1555
"3531",2013-03-15 10:50:00,1555
"3532",2013-03-15 10:50:00,1555.25
"3533",2013-03-15 10:59:52,1554.75
"3534",2013-03-15 11:00:00,1554.5
"3535",2013-03-15 11:00:00,1554.5
"3536",2013-03-15 11:10:00,1554.75
"3537",2013-03-15 11:10:00,1554.75
"3538",2013-03-15 11:19:54,1555
"3539",2013-03-15 11:20:00,1555
"3540",2013-03-15 11:49:53,1555.75
"3541",2013-03-15 14:00:00,1549.5
"3542",2013-03-15 14:00:00,1549.5
"3543",2013-03-15 14:10:00,1550.75
"3544",2013-03-15 14:10:00,1550.5
"3545",2013-03-15 14:20:00,1551.5
"3546",2013-03-15 14:20:00,1552
"3547",2013-03-15 14:29:58,1551.75
"3548",2013-03-15 14:30:00,1551.75
"3549",2013-03-15 14:30:00,1552
"3550",2013-03-15 14:39:58,1553
"3551",2013-03-15 14:40:00,1553
"3552",2013-03-15 14:40:00,1553
"3553",2013-03-15 14:49:56,1552.75
"3554",2013-03-15 14:50:00,1553
"3555",2013-03-15 14:50:00,1553
"3556",2013-03-15 15:00:00,1553.25
"3557",2013-03-15 15:00:00,1552.75
"3558",2013-03-15 15:09:58,1553.5
"3559",2013-03-15 15:10:00,1553.5
"3560",2013-03-15 15:10:00,1553.5
"3561",2013-03-15 15:19:57,1554
"3562",2013-03-15 15:20:00,1554.25
"3563",2013-03-15 15:20:00,1554.25
"3564",2013-03-15 15:29:58,1554.75
"3565",2013-03-15 15:30:00,1555
"3566",2013-03-15 15:30:00,1555
"3567",2013-03-15 15:39:58,1555.5
"3568",2013-03-15 15:40:00,1555
"3569",2013-03-15 15:40:00,1555
"3570",2013-03-15 15:49:58,1554.5
"3571",2013-03-15 15:50:00,1554.5
