"","time","value","comment"
"633",2013-03-03 04:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"634",2013-03-03 04:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"635",2013-03-03 04:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"636",2013-03-03 04:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"637",2013-03-03 05:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"638",2013-03-03 05:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"639",2013-03-03 05:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"640",2013-03-03 05:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"641",2013-03-03 05:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"642",2013-03-03 05:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"643",2013-03-03 05:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"644",2013-03-03 05:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"645",2013-03-03 05:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"646",2013-03-03 05:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"647",2013-03-03 05:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"648",2013-03-03 05:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"649",2013-03-03 06:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"650",2013-03-03 06:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"651",2013-03-03 06:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"652",2013-03-03 06:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"653",2013-03-03 06:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"654",2013-03-03 06:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"655",2013-03-03 06:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"656",2013-03-03 06:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"657",2013-03-03 06:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"658",2013-03-03 06:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"659",2013-03-03 06:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"660",2013-03-03 06:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"661",2013-03-03 07:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"662",2013-03-03 07:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"663",2013-03-03 07:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"664",2013-03-03 07:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"665",2013-03-03 07:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"666",2013-03-03 07:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"667",2013-03-03 07:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"668",2013-03-03 07:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"669",2013-03-03 07:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"670",2013-03-03 07:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"671",2013-03-03 07:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"672",2013-03-03 07:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"673",2013-03-03 08:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"674",2013-03-03 08:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"675",2013-03-03 08:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"676",2013-03-03 08:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"677",2013-03-03 08:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"678",2013-03-03 08:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"679",2013-03-03 08:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"680",2013-03-03 08:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"681",2013-03-03 08:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"682",2013-03-03 08:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"683",2013-03-03 08:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"684",2013-03-03 08:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"685",2013-03-03 09:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"686",2013-03-03 09:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"687",2013-03-03 09:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"688",2013-03-03 09:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"689",2013-03-03 09:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"690",2013-03-03 09:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"691",2013-03-03 09:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"692",2013-03-03 09:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"693",2013-03-03 09:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"694",2013-03-03 09:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"695",2013-03-03 09:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"696",2013-03-03 09:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"697",2013-03-03 10:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"698",2013-03-03 10:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"699",2013-03-03 10:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"700",2013-03-03 10:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"701",2013-03-03 10:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"702",2013-03-03 10:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"703",2013-03-03 10:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"704",2013-03-03 10:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"705",2013-03-03 10:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"706",2013-03-03 10:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"707",2013-03-03 10:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"708",2013-03-03 10:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"709",2013-03-03 11:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"710",2013-03-03 11:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"711",2013-03-03 11:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"712",2013-03-03 11:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"713",2013-03-03 11:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"714",2013-03-03 11:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"715",2013-03-03 11:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"716",2013-03-03 11:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"717",2013-03-03 11:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"718",2013-03-03 11:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"719",2013-03-03 11:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"720",2013-03-03 11:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"721",2013-03-03 12:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"722",2013-03-03 12:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"723",2013-03-03 12:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"724",2013-03-03 12:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"725",2013-03-03 12:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"726",2013-03-03 12:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"727",2013-03-03 12:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"728",2013-03-03 12:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"729",2013-03-03 12:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"730",2013-03-03 12:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"731",2013-03-03 12:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"732",2013-03-03 12:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"733",2013-03-03 13:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"734",2013-03-03 13:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"735",2013-03-03 13:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"736",2013-03-03 13:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"737",2013-03-03 13:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"738",2013-03-03 13:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"739",2013-03-03 13:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"740",2013-03-03 13:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"741",2013-03-03 13:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"742",2013-03-03 13:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"743",2013-03-03 13:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"744",2013-03-03 13:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"745",2013-03-03 14:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"746",2013-03-03 14:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"747",2013-03-03 14:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"748",2013-03-03 14:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"749",2013-03-03 14:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"750",2013-03-03 14:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"751",2013-03-03 14:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"752",2013-03-03 14:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"753",2013-03-03 14:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"754",2013-03-03 14:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"755",2013-03-03 14:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"756",2013-03-03 14:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"757",2013-03-03 15:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"758",2013-03-03 15:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"759",2013-03-03 15:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"760",2013-03-03 15:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"761",2013-03-03 15:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"762",2013-03-03 15:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"763",2013-03-03 15:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"764",2013-03-03 15:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"765",2013-03-03 15:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"766",2013-03-03 15:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"767",2013-03-03 15:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"768",2013-03-03 15:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"769",2013-03-03 16:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"770",2013-03-03 16:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"771",2013-03-03 16:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"772",2013-03-03 16:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"773",2013-03-03 16:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"774",2013-03-03 16:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"775",2013-03-03 16:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"776",2013-03-03 16:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"777",2013-03-03 16:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"778",2013-03-03 16:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"779",2013-03-03 16:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"780",2013-03-03 16:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"781",2013-03-03 17:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"782",2013-03-03 17:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"783",2013-03-03 17:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"784",2013-03-03 17:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"785",2013-03-03 17:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"786",2013-03-03 17:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"787",2013-03-03 17:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"788",2013-03-03 17:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"789",2013-03-03 17:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"790",2013-03-03 17:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"791",2013-03-03 17:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"792",2013-03-03 17:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"793",2013-03-03 18:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"794",2013-03-03 18:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"795",2013-03-03 18:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"796",2013-03-03 18:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"797",2013-03-03 18:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"798",2013-03-03 18:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"799",2013-03-03 18:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"800",2013-03-03 18:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"801",2013-03-03 18:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"802",2013-03-03 18:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"803",2013-03-03 18:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"804",2013-03-03 18:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"805",2013-03-03 19:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"806",2013-03-03 19:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"807",2013-03-03 19:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"808",2013-03-03 19:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"809",2013-03-03 19:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"810",2013-03-03 19:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"811",2013-03-03 19:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"812",2013-03-03 19:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"813",2013-03-03 19:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"814",2013-03-03 19:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"815",2013-03-03 19:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"816",2013-03-03 19:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"817",2013-03-03 20:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"818",2013-03-03 20:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"819",2013-03-03 20:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"820",2013-03-03 20:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"821",2013-03-03 20:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"822",2013-03-03 20:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"823",2013-03-03 20:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"824",2013-03-03 20:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"825",2013-03-03 20:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"826",2013-03-03 20:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"827",2013-03-03 20:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"828",2013-03-03 20:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"829",2013-03-03 21:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"830",2013-03-03 21:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"831",2013-03-03 21:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"832",2013-03-03 21:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"833",2013-03-03 21:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"834",2013-03-03 21:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"835",2013-03-03 21:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"836",2013-03-03 21:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"837",2013-03-03 21:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"838",2013-03-03 21:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"839",2013-03-03 21:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"840",2013-03-03 21:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"841",2013-03-03 22:00:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"842",2013-03-03 22:05:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"843",2013-03-03 22:10:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"844",2013-03-03 22:15:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"845",2013-03-03 22:20:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"846",2013-03-03 22:25:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"847",2013-03-03 22:30:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"848",2013-03-03 22:35:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"849",2013-03-03 22:40:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"850",2013-03-03 22:45:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"851",2013-03-03 22:50:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"852",2013-03-03 22:55:00,1516,"closing_time_past;prev_time=>2013-03-01 22:44:24.288,prev_stock_market=>XCME"
"853",2013-03-03 23:00:00,1516.5,"closing_time_past;prev_time=>2013-03-03 23:00:00,prev_stock_market=>CME"
"854",2013-03-03 23:05:00,1516.5,"closing_time_past;prev_time=>2013-03-03 23:00:00,prev_stock_market=>CME"
"855",2013-03-03 23:10:00,1516.5,"closing_time_past;prev_time=>2013-03-03 23:10:00,prev_stock_market=>CME"
"856",2013-03-03 23:15:00,1516.5,"closing_time_past;prev_time=>2013-03-03 23:10:00,prev_stock_market=>CME"
"857",2013-03-03 23:20:00,1514,"closing_time_past;prev_time=>2013-03-03 23:19:15.026,prev_stock_market=>XCME"
